FID,date,neighbors,neighbor_count
2887,1998-06-22,"        FID       date
972    2686 1998-06-24
3127   2745 1998-06-24
3728   2746 1998-06-24
4657   2955 1998-06-24
7080   2687 1998-06-24
10825  3167 1998-06-24
10867  2812 1998-06-24",7
3947,1998-06-22,"       FID       date
7104  3948 1998-06-22
7105  3949 1998-06-22
9619  4019 1998-06-24
9620  4021 1998-06-24
9621  4020 1998-06-24",5
4021,1998-06-24,"       FID       date
2937  3947 1998-06-22
7104  3948 1998-06-22
7105  3949 1998-06-22
9619  4019 1998-06-24
9621  4020 1998-06-24",5
1368,1998-06-29,"       FID       date
1066  1289 1998-06-27
1145  1206 1998-06-27
1375  1289 1998-07-01
1501  1247 1998-06-27
2520  1331 1998-07-01
3565  1444 1998-07-01
4172  1331 1998-06-27
4342  1248 1998-06-27
8448  1330 1998-07-01
8696  1290 1998-06-27",10
3737,1998-07-24,"       FID       date
217   3744 1998-07-22
218   3743 1998-07-22
1114  3669 1998-07-22
1115  3668 1998-07-22
2653  3815 1998-07-22
3075  3667 1998-07-22
3076  3666 1998-07-22
3271  3814 1998-07-22
3272  3813 1998-07-22
5504  3663 1998-07-24
5813  3740 1998-07-22
5814  3741 1998-07-22
5816  3742 1998-07-22
7207  3887 1998-07-22
7208  3888 1998-07-22",15
3663,1998-07-24,"        FID       date
1115   3668 1998-07-22
2653   3815 1998-07-22
3075   3667 1998-07-22
3076   3666 1998-07-22
3271   3814 1998-07-22
3272   3813 1998-07-22
5813   3740 1998-07-22
7207   3887 1998-07-22
7208   3888 1998-07-22
10278  3737 1998-07-24",10
1162,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
1279   1289 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4956   1290 1998-08-20
5198   1290 1998-08-22
9758   1207 1998-08-20
10133  1205 1998-08-20",15
1289,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",20
1163,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
804    1330 1998-08-22
1279   1289 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4956   1290 1998-08-20
5198   1290 1998-08-22
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",15
1247,1998-08-20,"        FID       date
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",21
1330,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",20
1248,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",21
1368,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
804    1330 1998-08-22
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20",18
1206,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",19
1331,1998-08-20,"        FID       date
66     1247 1998-08-20
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",20
1205,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
9758   1207 1998-08-20
10935  1162 1998-08-20",19
1207,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
10133  1205 1998-08-20
10935  1162 1998-08-20",19
1290,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
5189   1369 1998-08-20
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",20
1369,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20",18
1407,1998-08-20,"       FID       date
66    1247 1998-08-20
209   1331 1998-08-22
236   1368 1998-08-22
433   1289 1998-08-20
449   1331 1998-08-20
804   1330 1998-08-22
915   1368 1998-08-20
1279  1289 1998-08-22
2246  1369 1998-08-22
2450  1330 1998-08-20
2889  1288 1998-08-20
3141  1248 1998-08-20
4956  1290 1998-08-20
5189  1369 1998-08-20
5198  1290 1998-08-22",15
1288,1998-08-20,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",21
1330,1998-08-22,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",20
1368,1998-08-22,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
804    1330 1998-08-22
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20",18
1369,1998-08-22,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20",18
1407,1998-08-22,"       FID       date
66    1247 1998-08-20
209   1331 1998-08-22
236   1368 1998-08-22
433   1289 1998-08-20
449   1331 1998-08-20
804   1330 1998-08-22
915   1368 1998-08-20
1279  1289 1998-08-22
2246  1369 1998-08-22
2450  1330 1998-08-20
2889  1288 1998-08-20
3141  1248 1998-08-20
4956  1290 1998-08-20
5189  1369 1998-08-20
5198  1290 1998-08-22",15
1289,1998-08-22,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",20
1290,1998-08-22,"        FID       date
66     1247 1998-08-20
209    1331 1998-08-22
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
449    1331 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
5189   1369 1998-08-20
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",20
1331,1998-08-22,"        FID       date
66     1247 1998-08-20
236    1368 1998-08-22
253    1206 1998-08-20
433    1289 1998-08-20
791    1163 1998-08-20
804    1330 1998-08-22
915    1368 1998-08-20
1279   1289 1998-08-22
2246   1369 1998-08-22
2450   1330 1998-08-20
2889   1288 1998-08-20
3141   1248 1998-08-20
4762   1407 1998-08-22
4956   1290 1998-08-20
5189   1369 1998-08-20
5198   1290 1998-08-22
6651   1407 1998-08-20
9758   1207 1998-08-20
10133  1205 1998-08-20
10935  1162 1998-08-20",20
1332,1998-08-29,"        FID       date
1565   1331 1998-08-29
1943   1369 1998-08-29
3677   1331 1998-08-31
10336  1407 1998-08-31
10490  1369 1998-08-31",5
1369,1998-08-29,"        FID       date
1565   1331 1998-08-29
2391   1368 1998-08-29
3677   1331 1998-08-31
4848   1368 1998-08-31
10336  1407 1998-08-31
11463  1332 1998-08-29",6
1331,1998-08-29,"        FID       date
1943   1369 1998-08-29
2391   1368 1998-08-29
4848   1368 1998-08-31
10336  1407 1998-08-31
10490  1369 1998-08-31
11463  1332 1998-08-29",6
1368,1998-08-29,"        FID       date
1565   1331 1998-08-29
1943   1369 1998-08-29
3677   1331 1998-08-31
10336  1407 1998-08-31
10490  1369 1998-08-31",5
1331,1998-08-31,"        FID       date
1943   1369 1998-08-29
2391   1368 1998-08-29
4848   1368 1998-08-31
10336  1407 1998-08-31
10490  1369 1998-08-31
11463  1332 1998-08-29",6
1369,1998-08-31,"        FID       date
1565   1331 1998-08-29
2391   1368 1998-08-29
3677   1331 1998-08-31
4848   1368 1998-08-31
10336  1407 1998-08-31
11463  1332 1998-08-29",6
1407,1998-08-31,"        FID       date
1565   1331 1998-08-29
1943   1369 1998-08-29
2391   1368 1998-08-29
3677   1331 1998-08-31
4848   1368 1998-08-31
10490  1369 1998-08-31
11463  1332 1998-08-29",7
3601,1999-06-29,"       FID       date
2236  3747 1999-06-27
2599  3602 1999-06-27
4195  3674 1999-06-27
4196  3673 1999-06-27
4554  3746 1999-06-27
6129  3603 1999-06-27
6130  3604 1999-06-27
6131  3605 1999-06-27",8
1369,1999-06-30,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
367    1289 1999-06-30
1088   1330 1999-07-02
1218   1407 1999-07-02
1222   1331 1999-06-30
1263   1289 1999-07-02
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
8262   1407 1999-06-30
10685  1332 1999-07-02",15
1330,1999-06-30,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
367    1289 1999-06-30
952    1369 1999-07-02
1218   1407 1999-07-02
1222   1331 1999-06-30
1263   1289 1999-07-02
1281   1368 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
8262   1407 1999-06-30
9915   1369 1999-06-30
10685  1332 1999-07-02",15
1331,1999-06-30,"        FID       date
141    1368 1999-07-02
367    1289 1999-06-30
952    1369 1999-07-02
1088   1330 1999-07-02
1218   1407 1999-07-02
1263   1289 1999-07-02
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
8262   1407 1999-06-30
9915   1369 1999-06-30
10685  1332 1999-07-02",15
1289,1999-06-30,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
952    1369 1999-07-02
1088   1330 1999-07-02
1218   1407 1999-07-02
1222   1331 1999-06-30
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
8262   1407 1999-06-30
9915   1369 1999-06-30
10685  1332 1999-07-02",15
1247,1999-06-30,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
367    1289 1999-06-30
952    1369 1999-07-02
1088   1330 1999-07-02
1218   1407 1999-07-02
1222   1331 1999-06-30
1263   1289 1999-07-02
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
8262   1407 1999-06-30
9915   1369 1999-06-30
10685  1332 1999-07-02",16
1248,1999-06-30,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
367    1289 1999-06-30
952    1369 1999-07-02
1088   1330 1999-07-02
1218   1407 1999-07-02
1222   1331 1999-06-30
1263   1289 1999-07-02
1281   1368 1999-06-30
1893   1330 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
8262   1407 1999-06-30
9915   1369 1999-06-30
10685  1332 1999-07-02",16
3954,1999-06-30,"       FID       date
6657  3955 1999-06-30
6854  4024 1999-06-28
7411  3956 1999-06-28
7512  4024 1999-06-30
8650  3955 1999-06-28",5
1368,1999-06-30,"       FID       date
130   1331 1999-07-02
367   1289 1999-06-30
952   1369 1999-07-02
1088  1330 1999-07-02
1218  1407 1999-07-02
1222  1331 1999-06-30
1263  1289 1999-07-02
1893  1330 1999-06-30
2435  1248 1999-06-30
3099  1247 1999-06-30
3140  1290 1999-06-30
3227  1290 1999-07-02
8262  1407 1999-06-30
9915  1369 1999-06-30",14
1290,1999-06-30,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
367    1289 1999-06-30
952    1369 1999-07-02
1088   1330 1999-07-02
1218   1407 1999-07-02
1222   1331 1999-06-30
1263   1289 1999-07-02
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
8262   1407 1999-06-30
9915   1369 1999-06-30
10685  1332 1999-07-02",15
1407,1999-06-30,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
367    1289 1999-06-30
952    1369 1999-07-02
1088   1330 1999-07-02
1222   1331 1999-06-30
1263   1289 1999-07-02
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
9915   1369 1999-06-30
10685  1332 1999-07-02",15
1332,1999-07-02,"       FID       date
130   1331 1999-07-02
367   1289 1999-06-30
952   1369 1999-07-02
1088  1330 1999-07-02
1218  1407 1999-07-02
1222  1331 1999-06-30
1263  1289 1999-07-02
1893  1330 1999-06-30
2435  1248 1999-06-30
3099  1247 1999-06-30
3140  1290 1999-06-30
3227  1290 1999-07-02
8262  1407 1999-06-30
9915  1369 1999-06-30",14
1369,1999-07-02,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
367    1289 1999-06-30
1088   1330 1999-07-02
1218   1407 1999-07-02
1222   1331 1999-06-30
1263   1289 1999-07-02
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
8262   1407 1999-06-30
10685  1332 1999-07-02",15
1368,1999-07-02,"       FID       date
130   1331 1999-07-02
367   1289 1999-06-30
952   1369 1999-07-02
1088  1330 1999-07-02
1218  1407 1999-07-02
1222  1331 1999-06-30
1263  1289 1999-07-02
1893  1330 1999-06-30
2435  1248 1999-06-30
3099  1247 1999-06-30
3140  1290 1999-06-30
3227  1290 1999-07-02
8262  1407 1999-06-30
9915  1369 1999-06-30",14
1331,1999-07-02,"        FID       date
141    1368 1999-07-02
367    1289 1999-06-30
952    1369 1999-07-02
1088   1330 1999-07-02
1218   1407 1999-07-02
1263   1289 1999-07-02
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
8262   1407 1999-06-30
9915   1369 1999-06-30
10685  1332 1999-07-02",15
1290,1999-07-02,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
367    1289 1999-06-30
952    1369 1999-07-02
1088   1330 1999-07-02
1218   1407 1999-07-02
1222   1331 1999-06-30
1263   1289 1999-07-02
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
8262   1407 1999-06-30
9915   1369 1999-06-30
10685  1332 1999-07-02",15
1330,1999-07-02,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
367    1289 1999-06-30
952    1369 1999-07-02
1218   1407 1999-07-02
1222   1331 1999-06-30
1263   1289 1999-07-02
1281   1368 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
8262   1407 1999-06-30
9915   1369 1999-06-30
10685  1332 1999-07-02",15
1407,1999-07-02,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
367    1289 1999-06-30
952    1369 1999-07-02
1088   1330 1999-07-02
1222   1331 1999-06-30
1263   1289 1999-07-02
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
9915   1369 1999-06-30
10685  1332 1999-07-02",15
1289,1999-07-02,"        FID       date
130    1331 1999-07-02
141    1368 1999-07-02
952    1369 1999-07-02
1088   1330 1999-07-02
1218   1407 1999-07-02
1222   1331 1999-06-30
1281   1368 1999-06-30
1893   1330 1999-06-30
2435   1248 1999-06-30
3099   1247 1999-06-30
3140   1290 1999-06-30
3227   1290 1999-07-02
8262   1407 1999-06-30
9915   1369 1999-06-30
10685  1332 1999-07-02",15
1247,1999-08-22,"       FID       date
38    1331 1999-08-22
65    1368 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1388  1407 1999-08-22
2377  1368 1999-08-24
2580  1331 1999-08-24
3475  1407 1999-08-24
5123  1332 1999-08-22
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9573  1367 1999-08-22
9651  1369 1999-08-24",16
1369,1999-08-22,"       FID       date
38    1331 1999-08-22
65    1368 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
880   1290 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
2580  1331 1999-08-24
3475  1407 1999-08-24
5123  1332 1999-08-22
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9454  1482 1999-08-24
9573  1367 1999-08-22
9603  1444 1999-08-24",17
1289,1999-08-22,"       FID       date
38    1331 1999-08-22
65    1368 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
2580  1331 1999-08-24
3475  1407 1999-08-24
5123  1332 1999-08-22
5307  1288 1999-08-22
6894  1248 1999-08-22
9573  1367 1999-08-22
9603  1444 1999-08-24
9651  1369 1999-08-24",16
1331,1999-08-22,"       FID       date
65    1368 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
3475  1407 1999-08-24
5123  1332 1999-08-22
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9651  1369 1999-08-24",14
1368,1999-08-22,"       FID       date
38    1331 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2580  1331 1999-08-24
3475  1407 1999-08-24
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9454  1482 1999-08-24
9573  1367 1999-08-22
9603  1444 1999-08-24
9651  1369 1999-08-24",16
1367,1999-08-22,"       FID       date
65    1368 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
3475  1407 1999-08-24
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9454  1482 1999-08-24
9603  1444 1999-08-24
9651  1369 1999-08-24",14
1330,1999-08-22,"       FID       date
38    1331 1999-08-22
65    1368 1999-08-22
196   1289 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
2580  1331 1999-08-24
3475  1407 1999-08-24
5123  1332 1999-08-22
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9454  1482 1999-08-24
9573  1367 1999-08-22
9603  1444 1999-08-24
9651  1369 1999-08-24",18
1290,1999-08-22,"       FID       date
38    1331 1999-08-22
65    1368 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
2580  1331 1999-08-24
3475  1407 1999-08-24
5123  1332 1999-08-22
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9651  1369 1999-08-24",15
1248,1999-08-22,"       FID       date
38    1331 1999-08-22
65    1368 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
2580  1331 1999-08-24
3475  1407 1999-08-24
5123  1332 1999-08-22
5307  1288 1999-08-22
8118  1289 1999-08-24
9573  1367 1999-08-22
9651  1369 1999-08-24",16
1332,1999-08-22,"       FID       date
38    1331 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2580  1331 1999-08-24
3475  1407 1999-08-24
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9651  1369 1999-08-24",13
1407,1999-08-22,"       FID       date
38    1331 1999-08-22
65    1368 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
2580  1331 1999-08-24
5123  1332 1999-08-22
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9454  1482 1999-08-24
9573  1367 1999-08-22
9603  1444 1999-08-24
9651  1369 1999-08-24",17
1288,1999-08-22,"       FID       date
38    1331 1999-08-22
65    1368 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
2580  1331 1999-08-24
3475  1407 1999-08-24
5123  1332 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9573  1367 1999-08-22
9603  1444 1999-08-24
9651  1369 1999-08-24",17
1331,1999-08-24,"       FID       date
65    1368 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1388  1407 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
3475  1407 1999-08-24
5123  1332 1999-08-22
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9651  1369 1999-08-24",14
1407,1999-08-24,"       FID       date
38    1331 1999-08-22
65    1368 1999-08-22
196   1289 1999-08-22
233   1330 1999-08-22
812   1369 1999-08-22
880   1290 1999-08-22
1462  1247 1999-08-22
2377  1368 1999-08-24
2580  1331 1999-08-24
5123  1332 1999-08-22
5307  1288 1999-08-22
6894  1248 1999-08-22
8118  1289 1999-08-24
9454  1482 1999-08-24
9573  1367 1999-08-22
9603  1444 1999-08-24
9651  1369 1999-08-24",17
